sequence,image1,image2,image3,has_animal,mask_MOG2,mask_flow1,opticalflowGF_1,opticalflowGF_2,opticalflowGF_average
376,280116145520002b7351.JPG,280116145520002b7352.JPG,280116145520002b7353.JPG,1,376_mask_MOG2.png,376_mask_flow1.png,376_opticalflowGF_1.png,376_opticalflowGF_2.png,376_opticalflowGF_average.png
378,280116063758002b7351.JPG,280116063758002b7352.JPG,280116063758002b7353.JPG,1,378_mask_MOG2.png,378_mask_flow1.png,378_opticalflowGF_1.png,378_opticalflowGF_2.png,378_opticalflowGF_average.png
379,280116062526002b7351.JPG,280116062528002b7352.JPG,280116062528002b7353.JPG,1,379_mask_MOG2.png,379_mask_flow1.png,379_opticalflowGF_1.png,379_opticalflowGF_2.png,379_opticalflowGF_average.png
382,270116170506002b7351.JPG,270116170506002b7352.JPG,270116170506002b7353.JPG,1,382_mask_MOG2.png,382_mask_flow1.png,382_opticalflowGF_1.png,382_opticalflowGF_2.png,382_opticalflowGF_average.png
383,270116164458002b7351.JPG,270116164458002b7352.JPG,270116164458002b7353.JPG,0,383_mask_MOG2.png,383_mask_flow1.png,383_opticalflowGF_1.png,383_opticalflowGF_2.png,383_opticalflowGF_average.png
384,090216182540002b7354.JPG,090216182542002b7355.JPG,090216182542002b7356.JPG,1,384_mask_MOG2.png,384_mask_flow1.png,384_opticalflowGF_1.png,384_opticalflowGF_2.png,384_opticalflowGF_average.png
385,270116145810002b7351.JPG,270116145812002b7352.JPG,270116145812002b7353.JPG,0,385_mask_MOG2.png,385_mask_flow1.png,385_opticalflowGF_1.png,385_opticalflowGF_2.png,385_opticalflowGF_average.png
386,270116104116002b7351.JPG,270116104116002b7352.JPG,270116104116002b7353.JPG,0,386_mask_MOG2.png,386_mask_flow1.png,386_opticalflowGF_1.png,386_opticalflowGF_2.png,386_opticalflowGF_average.png
389,260116103342002b7351.JPG,260116103342002b7352.JPG,260116103342002b7353.JPG,0,389_mask_MOG2.png,389_mask_flow1.png,389_opticalflowGF_1.png,389_opticalflowGF_2.png,389_opticalflowGF_average.png
390,260116080026002b7351.JPG,260116080026002b7352.JPG,260116080028002b7353.JPG,1,390_mask_MOG2.png,390_mask_flow1.png,390_opticalflowGF_1.png,390_opticalflowGF_2.png,390_opticalflowGF_average.png
392,250116165920002b7351.JPG,250116165922002b7352.JPG,250116165922002b7353.JPG,1,392_mask_MOG2.png,392_mask_flow1.png,392_opticalflowGF_1.png,392_opticalflowGF_2.png,392_opticalflowGF_average.png
395,090216144448002b7351.JPG,090216144448002b7352.JPG,090216144448002b7353.JPG,1,395_mask_MOG2.png,395_mask_flow1.png,395_opticalflowGF_1.png,395_opticalflowGF_2.png,395_opticalflowGF_average.png
397,240116174050002b7351.JPG,240116174052002b7352.JPG,240116174052002b7353.JPG,0,397_mask_MOG2.png,397_mask_flow1.png,397_opticalflowGF_1.png,397_opticalflowGF_2.png,397_opticalflowGF_average.png
399,240116131548002b7351.JPG,240116131548002b7352.JPG,240116131548002b7353.JPG,0,399_mask_MOG2.png,399_mask_flow1.png,399_opticalflowGF_1.png,399_opticalflowGF_2.png,399_opticalflowGF_average.png
400,240116093654002b7351.JPG,240116093656002b7352.JPG,240116093656002b7353.JPG,1,400_mask_MOG2.png,400_mask_flow1.png,400_opticalflowGF_1.png,400_opticalflowGF_2.png,400_opticalflowGF_average.png
401,230116125716002b7351.JPG,230116125716002b7352.JPG,230116125718002b7353.JPG,1,401_mask_MOG2.png,401_mask_flow1.png,401_opticalflowGF_1.png,401_opticalflowGF_2.png,401_opticalflowGF_average.png
402,230116100746002b7354.JPG,230116100746002b7355.JPG,230116100746002b7356.JPG,1,402_mask_MOG2.png,402_mask_flow1.png,402_opticalflowGF_1.png,402_opticalflowGF_2.png,402_opticalflowGF_average.png
403,230116094646002b7351.JPG,230116094646002b7352.JPG,230116094648002b7353.JPG,1,403_mask_MOG2.png,403_mask_flow1.png,403_opticalflowGF_1.png,403_opticalflowGF_2.png,403_opticalflowGF_average.png
404,230116091810002b7351.JPG,230116091810002b7352.JPG,230116091812002b7353.JPG,1,404_mask_MOG2.png,404_mask_flow1.png,404_opticalflowGF_1.png,404_opticalflowGF_2.png,404_opticalflowGF_average.png
406,090216060740002b7351.JPG,090216060740002b7352.JPG,090216060740002b7353.JPG,1,406_mask_MOG2.png,406_mask_flow1.png,406_opticalflowGF_1.png,406_opticalflowGF_2.png,406_opticalflowGF_average.png
409,230116052812002b7351.JPG,230116052812002b7352.JPG,230116052814002b7353.JPG,1,409_mask_MOG2.png,409_mask_flow1.png,409_opticalflowGF_1.png,409_opticalflowGF_2.png,409_opticalflowGF_average.png
410,220116163508002b7351.JPG,220116163508002b7352.JPG,220116163510002b7353.JPG,1,410_mask_MOG2.png,410_mask_flow1.png,410_opticalflowGF_1.png,410_opticalflowGF_2.png,410_opticalflowGF_average.png
411,220116061420002b7351.JPG,220116061420002b7352.JPG,220116061420002b7353.JPG,1,411_mask_MOG2.png,411_mask_flow1.png,411_opticalflowGF_1.png,411_opticalflowGF_2.png,411_opticalflowGF_average.png
412,210116180136002b7351.JPG,210116180136002b7352.JPG,210116180136002b7353.JPG,1,412_mask_MOG2.png,412_mask_flow1.png,412_opticalflowGF_1.png,412_opticalflowGF_2.png,412_opticalflowGF_average.png
413,210116161224002b7351.JPG,210116161226002b7352.JPG,210116161226002b7353.JPG,1,413_mask_MOG2.png,413_mask_flow1.png,413_opticalflowGF_1.png,413_opticalflowGF_2.png,413_opticalflowGF_average.png
421,200116093012002b7351.JPG,200116093014002b7352.JPG,200116093014002b7353.JPG,1,421_mask_MOG2.png,421_mask_flow1.png,421_opticalflowGF_1.png,421_opticalflowGF_2.png,421_opticalflowGF_average.png
422,200116063926002b7351.JPG,200116063926002b7352.JPG,200116063928002b7353.JPG,1,422_mask_MOG2.png,422_mask_flow1.png,422_opticalflowGF_1.png,422_opticalflowGF_2.png,422_opticalflowGF_average.png
424,190116162124002b7351.JPG,190116162124002b7352.JPG,190116162124002b7353.JPG,0,424_mask_MOG2.png,424_mask_flow1.png,424_opticalflowGF_1.png,424_opticalflowGF_2.png,424_opticalflowGF_average.png
427,190116085856002b7351.JPG,190116085856002b7352.JPG,190116085856002b7353.JPG,1,427_mask_MOG2.png,427_mask_flow1.png,427_opticalflowGF_1.png,427_opticalflowGF_2.png,427_opticalflowGF_average.png
428,100516105618002bl132.JPG,100516105618002bl133.JPG,100516105620002bl131.JPG,1,428_mask_MOG2.png,428_mask_flow1.png,428_opticalflowGF_1.png,428_opticalflowGF_2.png,428_opticalflowGF_average.png
429,070516151248002bl133.JPG,070516151250002bl131.JPG,070516151250002bl132.JPG,1,429_mask_MOG2.png,429_mask_flow1.png,429_opticalflowGF_1.png,429_opticalflowGF_2.png,429_opticalflowGF_average.png
430,250416180742002bl132.JPG,250416180742002bl133.JPG,250416180744002bl131.JPG,1,430_mask_MOG2.png,430_mask_flow1.png,430_opticalflowGF_1.png,430_opticalflowGF_2.png,430_opticalflowGF_average.png
432,180816135612002bs111.JPG,180816135614002bs112.JPG,180816135614002bs113.JPG,1,432_mask_MOG2.png,432_mask_flow1.png,432_opticalflowGF_1.png,432_opticalflowGF_2.png,432_opticalflowGF_average.png
433,070816095930002bs111.JPG,070816095930002bs112.JPG,070816095930002bs113.JPG,1,433_mask_MOG2.png,433_mask_flow1.png,433_opticalflowGF_1.png,433_opticalflowGF_2.png,433_opticalflowGF_average.png
434,060816095354002bs111.JPG,060816095354002bs112.JPG,060816095354002bs113.JPG,1,434_mask_MOG2.png,434_mask_flow1.png,434_opticalflowGF_1.png,434_opticalflowGF_2.png,434_opticalflowGF_average.png
435,020816132710002bs111.JPG,020816132710002bs112.JPG,020816132710002bs113.JPG,1,435_mask_MOG2.png,435_mask_flow1.png,435_opticalflowGF_1.png,435_opticalflowGF_2.png,435_opticalflowGF_average.png
436,310716081546002bs111.JPG,310716081546002bs112.JPG,310716081546002bs113.JPG,1,436_mask_MOG2.png,436_mask_flow1.png,436_opticalflowGF_1.png,436_opticalflowGF_2.png,436_opticalflowGF_average.png
438,290716150518002bs111.JPG,290716150518002bs112.JPG,290716150520002bs113.JPG,1,438_mask_MOG2.png,438_mask_flow1.png,438_opticalflowGF_1.png,438_opticalflowGF_2.png,438_opticalflowGF_average.png
442,200716102546002bs114.JPG,200716102546002bs115.JPG,200716102548002bs116.JPG,1,442_mask_MOG2.png,442_mask_flow1.png,442_opticalflowGF_1.png,442_opticalflowGF_2.png,442_opticalflowGF_average.png
444,170816095924002bs111.JPG,170816095924002bs112.JPG,170816095926002bs113.JPG,1,444_mask_MOG2.png,444_mask_flow1.png,444_opticalflowGF_1.png,444_opticalflowGF_2.png,444_opticalflowGF_average.png
445,160816174920002bs111.JPG,160816174920002bs112.JPG,160816174922002bs113.JPG,1,445_mask_MOG2.png,445_mask_flow1.png,445_opticalflowGF_1.png,445_opticalflowGF_2.png,445_opticalflowGF_average.png
446,120816113734002bs111.JPG,120816113734002bs112.JPG,120816113734002bs113.JPG,1,446_mask_MOG2.png,446_mask_flow1.png,446_opticalflowGF_1.png,446_opticalflowGF_2.png,446_opticalflowGF_average.png
